,Tweet,Mobile_Tech_Tag
2440,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2441,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2442,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2443,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2444,theofficialsbi आपका बैंक अब आपके दरवाजे पर doorstep banking के लिए आज ही रजिस्टर करे अधिक जानकारी के लिए,0
2445,QT SBI_LoanTrap builder शिकारी और bank शिकारी की मिलीभगत से फस गया 😭 😭 जाल में PMOIndia secretary_mohua MoHUA_India SBI Bank Trapped House investor recover Builder gulp money Fraud Flat loan CJI cvcindia RBI DFS_India IPS_Association nsitharaman TheOfficialSBI jaipur_police RajCMO जयपुर में इंजीनियर से करोड़ों की ठगी एसबीआई बैंक मैनेजर देवीशंकर छीपा ने की ठगी,0
2446,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2447,theofficialsbi आपका बैंक अब आपके दरवाजे पर doorstep banking के लिए आज ही रजिस्टर करे अधिक जानकारी के लिए,0
2448,theofficialsbi आपका बैंक अब आपके दरवाजे पर doorstep banking के लिए आज ही रजिस्टर करे अधिक जानकारी के लिए,0
2449,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2450,DhamaParmod vivekkumar84 HMOIndia dgpup Aamitabh2 Jitendra_Talks yadavakhilesh आज हमारी पुलिस बंधवा मजदूर से भी बूरी हालत मे है अन्य विभागों मे जहाँ 8 hour duty करके पुलिस के समकक्ष पदो पर साप्ताहिक अवकाश के साथ पुलिस से अधिक वेतन मिल रहा है और जानमाल का भी कोई risk नही कभी सुना है कोई teacher Bank employee etc मर गया हमारे पुलिस वाले आए दिन शहीद,0
2451,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2452,Shahnaw11145586 नीतीश सरकार में मंत्री बनीं लेसी सिंह के ठीकानो पर AK-47 AK-56 और SLR का जखीरा है।ये खुलासा भ्रष्ट नेता मेवालाल को नंगा करने वाले पूर्व ip अमिताभ दास ने DGP को चिट्ठी लिखकर किया है।लेकिन अभी तक लेसी सिंह पर कोई कार्रवाई नही हुई है आखिर कौन बचा रहा है लेसी सिंह को NitishKumar,0
2453,QT TheOfficialSBI बदलती बैंकिंग आपका बैंक अब आपके दरवाजे पर doorstep banking के लिए आज ही रजिस्टर करे अधिक जानकारी के लिए,0
2454,dhanicare Abe Chu Jab maine 2week pahle payment kar diya mera loan avi tak close kyun nhi hua Jabki bar complaint kar chuka hu tumlog chahte kya ho 😡 😡 😡 🖕 🏻,0
2455,Abhisek76564283 Vasudevmodi3 Pareshjaani 1fullertonindia RBI rmasindia Jantaki_Aawaz PMOIndia HMOIndia FinMinIndia Bank aur nbfc apni mei rahe limit cross na kare apna loan sab pay karna chate hai.lekin lockdown ke baad se abhi tak public ko khaane tak ke laale pade hai isliye mororium period ko 1 saal tak diya jaaye,0
2456,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2457,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2458,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2459,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2460,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2461,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2462,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2463,ajinathmunjavle jantaki_aawaz rbi choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2464,jantaki_aawaz RBI choose right path समस्या को नष्ट करने से अच्छा समस्या कहा से शुरू हुई उसकी जड़ को नष्ट करदो क्युकी आने वाले समय में वो समस्या वापस निर्माण ना हो Loan App Problem Lending NBFC main source create license fund,0
2465,ashokgehlot51 Lakin wo kisano ko loan maf krenge bola tha aapne election ke time hamara hua nahi sir loan maf kab kroge,0
2466,Cyberdost Sir Apna Saving Account nhi khol pa rha hh pls search krke bta de ki kis ne mera मोबाइल use kiya hua h Message bhi aata h Uski detail ye h Jabki wallet use kr pa rha hu Aur Saving Account nearby banking point pr bhi gya vha bhi problem hui 😢,0
2467,saanch22 Ki khi chubby bubby n ruby ko na bta de ki bhagode pr ek jacket dene ko nhi h. Tab jake usne ek bahut hi buri jacket nikal ke di 😂 😂 😂 feel bad Toshi kaisa bhikhari dost hai uski bhi galti nhi h 90 lakh ka loan leke betha h PR k liye ek jacket b dena afford nhi kr sakta,0
2468,BIDKIN URBAN MULTIPURPOSE NIDHI limit बिडकिन अर्बन मल्टीपर्पज निधी लिमिटेड Finance Banking fix Deposit Recurring Deposit RD Loan BIDKIN_URBAN_MULTIPURPOSE_NIDHI_LIMITED बिडकिन_अर्बन_मल्टीपर्पज_निधी_लिमिटेड bidkin_urban बिडकिन_अर्बन bidkin swapnil_deshmukh,0
2469,ajinathmunjavle jantaki_aawaz RBI CIBIL_Official true hum sab logo ka cibil ye fraud loan application Aur unki NBFC kharab kar rhe hai,0
2470,AshishK51455345 इस चीन को हमारी सरकार कब तक जवाब देगी कभी सीमा पर तो कभी देश के अंदर cyber attack(fraud chinie loan app scam)करता है और हमारी सरकार और rbi जैसे लोग अभी भी हांथ पर हांथ रखे बैठे है उठो अब उठने का समय आ गया है | pmoindia RBI AmitShah ianuragthakur DefenceMinIndia hmoindia,0
2471,Avinash09677392 OperationHaftaVasooli इन loan application Ka bap china hai jisne भारतीय अर्थवयवस्था में सेंध्मारी की है खैर वो तो सदियों से हमारा दुश्मन रहा है लेकिन सवाल उन लोगों से है जो भारतीय हो कर भी china का साथ दे रहे हैं rbi ने आंखे मूंद ली क्योंकि NBFC पूरी तरह से इसमें सहयोग दी,0
2472,kapil_poharkar OperationHaftaVasooli हम भी मोहरे वो भी मोहरे(agent बाजी कोई और खेल रहा है और लोग अपने ही मर रहे PMOIndia HMOIndia FinMinIndia कुछ लोगो की लालच कुछ लोगो की जिंदगी निगल रही है एक भाई दूसरे को मार कर अपने परिवार का पेट भर रहा Kissht cashbeen loan bean karo bean karo,0
2473,gauravcsawant India set chinese transgression detect Apr 2020 seek restoration status quo ante India want China Finger 8 China India take control Kailash Ranges restoration April 2020 happen 1 n,0
2474,sbi_loantrap annukhan78 Minister_Edu drdineshbjp myogiadityanath CMOfficeUP सारे पापी तो यही भरे है इन्सानियत पैसो के सामने खत्म हो गयी अब ऊपर वाले ने इन्सान को ही खत्म करने का बेड़ा उठा लिया उसका न्याय धरती के न्यायाधीशो पर भारी इन्सान अपना काला मुह छुपाये दुबका पडा है India_NHRC nitiaayog RBI DFS_India minmsme,0
2475,Princes70170115 thank aloke_priya sir Respected pmoindia narendramodi nsitharamanoffc GST_Council cbic_india Anurag_Office ianuragthakur nsitharaman CNBC_Awaaz small tax payer die day late fee Tax liability 4k penality70k bring gstamnesty AwaazStory GST लेट फीस की फांस में उलझे छोटे कारोबारी एक और एमनेस्टी स्कीम की मांग कर रहे हैं देखिए aloke_priya की ये रिपोर्ट,0
2476,sbi_loantrap annukhan78 Minister_Edu drdineshbjp myogiadityanath CMOfficeUP सारे पापी तो यही भरे है इन्सानियत पैसो के सामने खत्म हो गयी अब ऊपर वाले ने इन्सान को ही खत्म करने का बेड़ा उठा लिया उसका न्याय धरती के न्यायाधीशो पर भारी इन्सान अपना काला मुह छुपाये दुबका पडा है India_NHRC nitiaayog RBI DFS_India minmsme,0
2477,QT piyushjimmy jis prakar sunne aaya hai ki pm housing scheme ke har kisht 5000 ka sahyog rashi liya jata hai waisa lete nahi banega karan mere liye nahi kiya gya kya PMOIndia bhupeshbaghel nsitharaman PMOIndia nsitharaman 🙏 maine apne ghar ka home loan bank broda se transfr kara ke chrgb kiya tha bank ne mujhe pm housing scheme ka fayda dene se mana kar diya ki loan agar transfer kara ke hai apko yojna ka lab nahi milega karke Aisa kyon kya main hakdar nahi,0
2478,sbi_loantrap annukhan78 Minister_Edu drdineshbjp myogiadityanath CMOfficeUP सारे पापी तो यही भरे है इन्सानियत पैसो के सामने खत्म हो गयी अब ऊपर वाले ने इन्सान को ही खत्म करने का बेड़ा उठा लिया उसका न्याय धरती के न्यायाधीशो पर भारी इन्सान अपना काला मुह छुपाये दुबका पडा है India_NHRC nitiaayog RBI DFS_India minmsme,0
2479,Princes70170115 thank aloke_priya sir Respected pmoindia narendramodi nsitharamanoffc GST_Council cbic_india Anurag_Office ianuragthakur nsitharaman CNBC_Awaaz small tax payer die day late fee Tax liability 4k penality70k bring gstamnesty AwaazStory GST लेट फीस की फांस में उलझे छोटे कारोबारी एक और एमनेस्टी स्कीम की मांग कर रहे हैं देखिए aloke_priya की ये रिपोर्ट,0
2480,Wild_Squi narendramodi Bro aisa nahi ho sakta cz aisa karne ke baad resignation dena padega fir fresh election hoga se backfire bhi ho sakta hai aisa risk koi nahi lega fact hm Indians ko ye reservation dekhna hi padega iska koi ilaaj nahi hai 😕,0
2481,kapil_poharkar OperationHaftaVasooli हम भी मोहरे वो भी मोहरे(agent बाजी कोई और खेल रहा है और लोग अपने ही मर रहे PMOIndia HMOIndia FinMinIndia कुछ लोगो की लालच कुछ लोगो की जिंदगी निगल रही है एक भाई दूसरे को मार कर अपने परिवार का पेट भर रहा Kissht cashbeen loan bean karo bean karo,0
2482,QT Akumar24915411 ek aur baat MOU ki mutation entry na ho taaki land record entry na ho taaki bhavishya mein kisaan ki jameen ka dispute na ho ek court 3 din mein order light paani aur khaad mein high subsidy easy loan kahi bhi apna maal sell kare MSP ki keemat marketable desh ki shaankisaan ianuragthakur Aap sahi hai ki kanoon ke kishi clause mein na likha ho par ish kanoon ke impleamention ke baad kanoon ke effect se mandiyo ka band hona swabhavik yeh aap bhi maan lo amendment kar kissan ke heet ki sochiye bhai appeal ka praavdhaan ke limit ko kam kar ek fast track court hi,0
2483,amitkilhor nitin_gadkari Swamy39 Mai protest ki baat hi nahi kar raha ye independence ke time se ho raha hai aur aage bhi hota rahega middle class ke sath tax bharte raho aur koyi return favor ki ummed mat rakho tax loan mai rahat farmer aur cooperate ko milti hai middle class possible,0
2484,QT BhootSantosh POI Chandigarh Santosh Gupta ji say ok 100 Indian Economy lose acheivement 2014 doubt Modi govt run chair Credit sales(udhar Khate main time ready family Credit Liabilities Modi govt,0
2485,roorkeeboy01 MastiOdia mrshekharshakya imanup2869 jaijanshakti Sandeep53701976 AkhtarShakil8 janata_awaaz Kissth finance ne mera pura cibil khrab kar diya wo bhi 14din ka loan dekar sarkar kyu nahi action le rahi inpar,0
2486,QT piyushjimmy MoHUA_India akhir aisa kyon jabki mera ek b bank ka kisht b bounce nai hai Bank ne mana kyon kiya PMOIndia nsitharaman 🙏 maine apne ghar ka home loan bank broda se transfr kara ke chrgb kiya tha bank ne mujhe pm housing scheme ka fayda dene se mana kar diya ki loan agar transfer kara ke hai apko yojna ka lab nahi milega karke Aisa kyon kya main hakdar nahi,0
2487,gauravcsawant India set chinese transgression detect Apr 2020 seek restoration status quo ante India want China Finger 8 China India take control Kailash Ranges restoration April 2020 happen 1 n क्या भारत के दृढ़ संकल्प और सैन्य पराक्रम नें विस्तारवादी चीन को अपने पैर पीछे खीचने पर मजबूर कर दिया या यह चीन का एक और छल है डेपसॅग से कैसे हटेगा चीन?क्या चीन अरूणाचल प्रदेश या सिक्किम सीमा पर पीठ पर फिर करेगा वार deshkagaurav LambaAlka rpsinghkhalsa ले जन कुलकर्णी के साथ,0
2488,Lagta hai ki insaaf mar chuka hai Bajaj finance loan ke naam par 27000 hazar rupay kha gaye aur 1 lakh ka loan bhi transfer nahi kiya help frend bajaj contact number 7477734052 kya mujhe mere paisa nahi milega Modi ji kahte hai digital India hai mujhe loot li,0
2489,QT piyushjimmy Pls jawab deven PMOIndia nsitharaman bhupeshbaghel FinMinIndia AmitShah   PMOIndia nsitharaman 🙏 maine apne ghar ka home loan bank broda se transfr kara ke chrgb kiya tha bank ne mujhe pm housing scheme ka fayda dene se mana kar diya ki loan agar transfer kara ke hai apko yojna ka lab nahi milega karke Aisa kyon kya main hakdar nahi,0
2490,kapil_poharkar OperationHaftaVasooli हम भी मोहरे वो भी मोहरे(agent बाजी कोई और खेल रहा है और लोग अपने ही मर रहे PMOIndia HMOIndia FinMinIndia कुछ लोगो की लालच कुछ लोगो की जिंदगी निगल रही है एक भाई दूसरे को मार कर अपने परिवार का पेट भर रहा Kissht cashbeen loan bean karo bean karo,0
2491,QT piyushjimmy aam admi apna civil thik rakhne kish jama karne hi mar gaya discount milta hai difalter ko mera desh mahan hai sach PMOIndia nsitharaman 🙏 maine apne ghar ka home loan bank broda se transfr kara ke chrgb kiya tha bank ne mujhe pm housing scheme ka fayda dene se mana kar diya ki loan agar transfer kara ke hai apko yojna ka lab nahi milega karke Aisa kyon kya main hakdar nahi,0
2492,gauravcsawant India set chinese transgression detect Apr 2020 seek restoration status quo ante India want China Finger 8 China India take control Kailash Ranges restoration April 2020 happen 1 n क्या भारत के दृढ़ संकल्प और सैन्य पराक्रम नें विस्तारवादी चीन को अपने पैर पीछे खीचने पर मजबूर कर दिया या यह चीन का एक और छल है डेपसॅग से कैसे हटेगा चीन?क्या चीन अरूणाचल प्रदेश या सिक्किम सीमा पर पीठ पर फिर करेगा वार deshkagaurav LambaAlka rpsinghkhalsa ले जन कुलकर्णी के साथ,0
2493,QT piyushjimmy PMOIndia nsitharaman patrikacg bhupeshbaghel bank koi set lagti hai kya scheme pane ke liye Aam admi ko dene nai rahta batate kyon ho PMOIndia nsitharaman 🙏 maine apne ghar ka home loan bank broda se transfr kara ke chrgb kiya tha bank ne mujhe pm housing scheme ka fayda dene se mana kar diya ki loan agar transfer kara ke hai apko yojna ka lab nahi milega karke Aisa kyon kya main hakdar nahi,0
2494,gauravcsawant India set chinese transgression detect Apr 2020 seek restoration status quo ante India want China Finger 8 China India take control Kailash Ranges restoration April 2020 happen 1 n क्या भारत के दृढ़ संकल्प और सैन्य पराक्रम नें विस्तारवादी चीन को अपने पैर पीछे खीचने पर मजबूर कर दिया या यह चीन का एक और छल है डेपसॅग से कैसे हटेगा चीन?क्या चीन अरूणाचल प्रदेश या सिक्किम सीमा पर पीठ पर फिर करेगा वार deshkagaurav LambaAlka rpsinghkhalsa ले जन कुलकर्णी के साथ,0
2495,PMOIndia nsitharaman 🙏 maine apne ghar ka home loan bank broda se transfr kara ke chrgb kiya tha bank ne mujhe pm housing scheme ka fayda dene se mana kar diya ki loan agar transfer kara ke hai apko yojna ka lab nahi milega karke Aisa kyon kya main hakdar nahi,0
2496,gauravcsawant India set chinese transgression detect Apr 2020 seek restoration status quo ante India want China Finger 8 China India take control Kailash Ranges restoration April 2020 happen 1 n क्या भारत के दृढ़ संकल्प और सैन्य पराक्रम नें विस्तारवादी चीन को अपने पैर पीछे खीचने पर मजबूर कर दिया या यह चीन का एक और छल है डेपसॅग से कैसे हटेगा चीन?क्या चीन अरूणाचल प्रदेश या सिक्किम सीमा पर पीठ पर फिर करेगा वार deshkagaurav LambaAlka rpsinghkhalsa ले जन कुलकर्णी के साथ,0
2497,AShukkla Vese govt ne kya diya tha corona 🤔 20 lakhs crore package k pr loan hi diye jo ab NPA hone wale hain,0
2498,gauravcsawant India set chinese transgression detect Apr 2020 seek restoration status quo ante India want China Finger 8 China India take control Kailash Ranges restoration April 2020 happen 1 n क्या भारत के दृढ़ संकल्प और सैन्य पराक्रम नें विस्तारवादी चीन को अपने पैर पीछे खीचने पर मजबूर कर दिया या यह चीन का एक और छल है डेपसॅग से कैसे हटेगा चीन?क्या चीन अरूणाचल प्रदेश या सिक्किम सीमा पर पीठ पर फिर करेगा वार deshkagaurav LambaAlka rpsinghkhalsa ले जन कुलकर्णी के साथ,0
2499,MOHITKU58264809 aajtak AmitShah Ambani Adani ko arbopati kisne banaya congress ne jio ke liye license kisne diya congress ne Adani ko port ke liye jamine kisne di congress ne commission pe mallya Nirav modi mehul choksi ko loan kisne bata congress ne aur desh kisne becha bjp ne Ye hai tumhara gyan,0
2500,MohitTh69121948 BeatsVaibhavi Rajkuma47970504 hdfc_bank idfcfirstbank HdbFinance kotakbankltd pmoindia rbi DasShaktikanta jaijanshakti VISHALT12039545 Sabhi loan app chor hai,0
2501,gauravcsawant India set chinese transgression detect Apr 2020 seek restoration status quo ante India want China Finger 8 China India take control Kailash Ranges restoration April 2020 happen 1 n क्या भारत के दृढ़ संकल्प और सैन्य पराक्रम नें विस्तारवादी चीन को अपने पैर पीछे खीचने पर मजबूर कर दिया या यह चीन का एक और छल है डेपसॅग से कैसे हटेगा चीन?क्या चीन अरूणाचल प्रदेश या सिक्किम सीमा पर पीठ पर फिर करेगा वार deshkagaurav LambaAlka rpsinghkhalsa ले जन कुलकर्णी के साथ,0
2502,kapil_poharkar OperationHaftaVasooli हम भी मोहरे वो भी मोहरे(agent बाजी कोई और खेल रहा है और लोग अपने ही मर रहे PMOIndia HMOIndia FinMinIndia कुछ लोगो की लालच कुछ लोगो की जिंदगी निगल रही है एक भाई दूसरे को मार कर अपने परिवार का पेट भर रहा Kissht cashbeen loan bean karo bean karo,0
2503,QT indiantweeter scarey af majority risk get treatment ask donation हम आह भी भरते हैं तो हो जाते हैं बदनाम वो क़त्ल भी करते हैं तो चर्चा नहीं होता,0
2504,MohitTh69121948 BeatsVaibhavi Rajkuma47970504 hdfc_bank idfcfirstbank HdbFinance kotakbankltd pmoindia rbi DasShaktikanta jaijanshakti VISHALT12039545 Sabhi loan app chor hai,0
2505,UPGovt chinese loan apps Jo logon ka harresment kar rahe hai unke Sabse jyada center hai sare call bhi se eat hai unka bhi Kuchh karo Ya loan apps ko Ban karo,0
2506,MohitTh69121948 ManojSRreportor aayu9891 Uppolice UPGovt aninewsup mannkibaat cyber CMOfficeUP cmupd myogiadityanath narendramodi PMOIndia Cybercellindia cccinoida TheOfficialSBI canarabank bankofbaroda PhonePe PhonePeSupport Paytm Bhai ji ye loan apps ke regard bhi Kuchh dekh lo jo logon ka harresment kar rahe hai OperationHaftaVasooli,0
2507,,0
2508,ManojSRreportor aayu9891 Uppolice UPGovt aninewsup mannkibaat cyber CMOfficeUP cmupd myogiadityanath narendramodi PMOIndia Cybercellindia cccinoida TheOfficialSBI canarabank bankofbaroda PhonePe PhonePeSupport Paytm Bhai ji ye loan apps ke regard bhi Kuchh dekh lo jo logon ka harresment kar rahe hai OperationHaftaVasooli,0
2509,gauravcsawant India set chinese transgression detect Apr 2020 seek restoration status quo ante India want China Finger 8 China India take control Kailash Ranges restoration April 2020 happen 1 n क्या भारत के दृढ़ संकल्प और सैन्य पराक्रम नें विस्तारवादी चीन को अपने पैर पीछे खीचने पर मजबूर कर दिया या यह चीन का एक और छल है डेपसॅग से कैसे हटेगा चीन?क्या चीन अरूणाचल प्रदेश या सिक्किम सीमा पर पीठ पर फिर करेगा वार deshkagaurav LambaAlka rpsinghkhalsa ले जन कुलकर्णी के साथ,0
2510,Princes70170115 thank aloke_priya sir Respected pmoindia narendramodi nsitharamanoffc GST_Council cbic_india Anurag_Office ianuragthakur nsitharaman CNBC_Awaaz small tax payer die day late fee Tax liability 4k penality70k bring gstamnesty AwaazStory GST लेट फीस की फांस में उलझे छोटे कारोबारी एक और एमनेस्टी स्कीम की मांग कर रहे हैं देखिए aloke_priya की ये रिपोर्ट,0
2511,fawadchaudhry Idhar china ka loan bharne ke liye paise nahi par India ko troll kare ne ke liye time hai Kya desh chalayega tu,0
2512,rtustudentvoice,0
2513,Princes70170115 thank aloke_priya sir Respected pmoindia narendramodi nsitharamanoffc GST_Council cbic_india Anurag_Office ianuragthakur nsitharaman CNBC_Awaaz small tax payer die day late fee Tax liability 4k penality70k bring gstamnesty AwaazStory GST लेट फीस की फांस में उलझे छोटे कारोबारी एक और एमनेस्टी स्कीम की मांग कर रहे हैं देखिए aloke_priya की ये रिपोर्ट,0
2514,Avinash09677392 OperationHaftaVasooli इन loan application Ka bap china hai jisne भारतीय अर्थवयवस्था में सेंध्मारी की है खैर वो तो सदियों से हमारा दुश्मन रहा है लेकिन सवाल उन लोगों से है जो भारतीय हो कर भी china का साथ दे रहे हैं rbi ने आंखे मूंद ली क्योंकि NBFC पूरी तरह से इसमें सहयोग दी,0
2515,kapil_poharkar OperationHaftaVasooli हम भी मोहरे वो भी मोहरे(agent बाजी कोई और खेल रहा है और लोग अपने ही मर रहे PMOIndia HMOIndia FinMinIndia कुछ लोगो की लालच कुछ लोगो की जिंदगी निगल रही है एक भाई दूसरे को मार कर अपने परिवार का पेट भर रहा Kissht cashbeen loan bean karo bean karo,0
2516,QT AgriGoI question RASTRAPATIJI:1)Why passport common man farmer confiscate govt 2)why govt confiscate passport country big loan defaulter fraud businessman like Diamond King Nirav Modi Mehul Mallya Lalit Modi etc केंद्रीय कृषि एवं किसान कल्याण ग्रामीण विकास पंचायती राज और खाद्य प्रसंस्करण उद्योग मंत्री श्री नरेंद्र सिंह तोमर ने 11.02.2021 कोकन्फेडरेशन आफ हार्टिकल्चर एसोसिएशन आफ इंडिया द्वारा आयोजित वेबिनार का शुभारंभ किया AgriBudget21 nstomar nsitharaman narendramodi SecyAgriGoI,0
2517,gauravcsawant India set chinese transgression detect Apr 2020 seek restoration status quo ante India want China Finger 8 China India take control Kailash Ranges restoration April 2020 happen 1 n क्या भारत के दृढ़ संकल्प और सैन्य पराक्रम नें विस्तारवादी चीन को अपने पैर पीछे खीचने पर मजबूर कर दिया या यह चीन का एक और छल है डेपसॅग से कैसे हटेगा चीन?क्या चीन अरूणाचल प्रदेश या सिक्किम सीमा पर पीठ पर फिर करेगा वार deshkagaurav LambaAlka rpsinghkhalsa ले जन कुलकर्णी के साथ,0
2518,tn govt loan अकेले तमिलनाडु सरकार द्वारा खरीदे गए लोन पर ब्याज इतने लाख करोड़ लोगों को है तमिल नाडु सरकार द्वारा खरीदे गए ऋण पर ब्याज क्या है,0
2519,AshishK51455345 इस चीन को हमारी सरकार कब तक जवाब देगी कभी सीमा पर तो कभी देश के अंदर cyber attack(fraud chinie loan app scam)करता है और हमारी सरकार और rbi जैसे लोग अभी भी हांथ पर हांथ रखे बैठे है उठो अब उठने का समय आ गया है | pmoindia RBI AmitShah ianuragthakur DefenceMinIndia hmoindia,0
2520,rbisay RBI Rbi kitni compliance ki h logo ne unmese ek bhi solutions kiya h kya aap logo ne sala kabhi reply hi nai aata h compliance ka solution boht dur ki bat pahle india ke banking system sudhar lao uske bad bolna RBIsys,0
2521,gauravcsawant India set chinese transgression detect Apr 2020 seek restoration status quo ante India want China Finger 8 China India take control Kailash Ranges restoration April 2020 happen 1 n क्या भारत के दृढ़ संकल्प और सैन्य पराक्रम नें विस्तारवादी चीन को अपने पैर पीछे खीचने पर मजबूर कर दिया या यह चीन का एक और छल है डेपसॅग से कैसे हटेगा चीन?क्या चीन अरूणाचल प्रदेश या सिक्किम सीमा पर पीठ पर फिर करेगा वार deshkagaurav LambaAlka rpsinghkhalsa ले जन कुलकर्णी के साथ,0
2522,Santa ne bank loan pe 1 car li Loan nahi chuka paya bank wale car utha kar legaye Udas santa- pehle pata hota shadi bhi loan leke karta morning,0
2523,SBI दे रहा सबसे सस्ता Home Loan 31 मार्च तक नहीं लगेगी processing Fee,0
2524,AshishK51455345 हर बड़े मुद्दे पर चीन को घेरने वाले zee news देश के सबसे पहले private news channel के dna program को host करने वाले सुधीरजी आपको 21000 करोड का fraud chinie loan appका घोटाला नही दिखता बड़े स्तर पर डाटाhakingनही दिखता एक dna episode लाने मे आपको क्या दिक्कत है | sudhirchaudhary,0
2525,Santa ne bank loan pe 1 car li Loan nahi chuka paya bank wale car utha kar legaye Udas santa- pehle pata hota shadi bhi loan leke karta,0
2526,QT Chamanlal सेंट्रल बैंक कश्मीरी गेट के ब्रांच मैनेजर श्री गौरव कुमार का यह कुकृत्य बहुत ही निंदनीय है इन्हें तुरंत सबक सिखा कर 10को पुराने ग्राहक को सेंट्रल बैंक से कनेक्ट रखा जाए centralbank_in pmoindia narendramodi DasShaktikanta DFS_India anywherebanke IndianExpress RBI believe Govt initiative banking system Digital India experience BM Sh Gaurav Kumar Central bank Kashmiri Gate hate Govt initiative refuse obey customer service centralbank_in RBI nsitharaman IbaChairman,0
2527,saanch22 Ki khi chubby bubby n ruby ko na bta de ki bhagode pr ek jacket dene ko nhi h. Tab jake usne ek bahut hi buri jacket nikal ke di 😂 😂 😂 feel bad Toshi kaisa bhikhari dost hai uski bhi galti nhi h 90 lakh ka loan leke betha h PR k liye ek jacket b dena afford nhi kr sakta,0
2528,AshishK51455345 BanAllLoanApps जब देश का युवा और मध्यमवर्ग सरकार से जोरो से गुहार लगाने लगे तो समझ लेना चाहिए मामला गंभीर हो चला है जी हा मै fraud chinie loan appsकी बात कर रहा हू सरकार को अब नींद से जाग जाना चाहिए बहोत हुआ अब rbi को action लेने का समय आ गया है | pmoindia ianuragthakur RBI,0
