,Id,text,class,cleaned_text,bag_of_words,,,,
1481,tweet_1482,"@sydbrownstone @MaryJoeBob @seattletimes @heidigroover Seattle's First-in-Time & Roommate laws already greatly increase risk, complexity for mom-n-pops. We're approaching current & long-term plans differently; others shifting gears more fully. Sad to not recommend becoming landlord in Seattle. Bigger investors will fill gap.",0," sydbrownstone maryjoebob seattletimes heidigroover seattle's first-in-time & roommate laws already greatly increase risk, complexity for mom-n-pops. we're approaching current & long-term plans differently; others shifting gears more fully. sad to not recommend becoming landlord in seattle. bigger investors will fill gap.","['  ', 'sydbrownstone', 'maryjoebob', 'seattletime', 'heidigroover', 'seattle', 'time', 'roommate', 'law', 'greatly', 'increase', 'risk', 'complexity', 'mom', 'n', 'pops', 'approach', 'current', 'long', 'term', 'plan', 'differently', 'shift', 'gear', 'fully', 'sad', 'recommend', 'landlord', 'seattle', 'big', 'investor', 'fill', 'gap']",,,,
1482,tweet_1483,QT @sbattrawden: mensen laten echt hun opa sterven door wat ze op facebook lezen , “He’s going to die” This has gone beyond conspiracy theories and anti-maskers to breaking into hospital and obstructing patient care. This is now putting lives at risk. This has to stop. Now. https://t.co/Zk0dLLDXRK,0, sbattrawden mensen laten echt hun opa sterven door wat ze op facebook lezen , “he’s going to die” this has gone beyond conspiracy theories and anti-maskers to breaking into hospital and obstructing patient care. this is now putting lives at risk. this has to stop. now. ,"['  ', 'sbattrawden', 'mensen', 'laten', 'echt', 'hun', 'opa', 'sterven', 'door', 'wat', 'ze', 'op', 'facebook', 'lezen', 'go', 'die', 'go', 'conspiracy', 'theory', 'anti', 'masker', 'break', 'hospital', 'obstruct', 'patient', 'care', 'put', 'life', 'risk', 'stop']",,
1485,tweet_1486,"QT @AlArabiya_Eng: China again? 😢😢 ; An outbreak of the #Nipah virus in China, with a fatality rate of up to 75 percent, could potentially be the next big pandemic risk with giant pharmaceutical companies unprepared while currently focusing #COVID19, according to an independent report. https://t.co/JSugw9ro6Z",0," alarabiya_eng china again? 😢😢 ; an outbreak of the nipah virus in china, with a fatality rate of up to 75 percent, could potentially be the next big pandemic risk with giant pharmaceutical companies unprepared while currently focusing covid19, according to an independent report. ","['  ', 'alarabiya_eng', 'china', '😢', '😢', 'outbreak', 'nipah', 'virus', 'china', 'fatality', 'rate', '75', 'percent', 'potentially', 'big', 'pandemic', 'risk', 'giant', 'pharmaceutical', 'company', 'unprepared', 'currently', 'focus', 'covid19', 'accord', 'independent', 'report']",,,,
1487,tweet_1488,RT @_Natural_Allies: HS2 is putting the lives of these young people at risk. They are acting in blind defiance to the required standards of safety procedure in an attempt to coax the activists out in a shorter time frame. Is life really that cheap for @HS2ltd??? https://t.co/KVOIzMukvL , @Hs2Rebellion activist Lazer gives an update on Day 6 about @HS2ltd employed NET digging another down shaft parallel to the activist’s and speaks about the risks associated with the bailiffs’ actions. @guardian @BBCBreaking @DailyMailUK @SkyNewsBreak @XRebellionUK @XRLondon @LBC https://t.co/g2D1MCkh7p,0, _natural_allies hs2 is putting the lives of these young people at risk. they are acting in blind defiance to the required standards of safety procedure in an attempt to coax the activists out in a shorter time frame. is life really that cheap for hs2ltd??? ,"['  ', 'natural_allies', 'hs2', 'put', 'life', 'young', 'people', 'risk', 'act', 'blind', 'defiance', 'required', 'standard', 'safety', 'procedure', 'attempt', 'coax', 'activist', 'short', 'time', 'frame', 'life', 'cheap', 'hs2ltd']",,,
1488,tweet_1489,"QT @AlArabiya_Eng: Moe wtf....it’s always something ; An outbreak of the #Nipah virus in China, with a fatality rate of up to 75 percent, could potentially be the next big pandemic risk with giant pharmaceutical companies unprepared while currently focusing #COVID19, according to an independent report. https://t.co/JSugw9ro6Z",0," alarabiya_eng moe wtf....it’s always something ; an outbreak of the nipah virus in china, with a fatality rate of up to 75 percent, could potentially be the next big pandemic risk with giant pharmaceutical companies unprepared while currently focusing covid19, according to an independent report. ","['  ', 'alarabiya_eng', 'moe', 'wtf', 'outbreak', 'nipah', 'virus', 'china', 'fatality', 'rate', '75', 'percent', 'potentially', 'big', 'pandemic', 'risk', 'giant', 'pharmaceutical', 'company', 'unprepared', 'currently', 'focus', 'covid19', 'accord', 'independent', 'report']",,,,
1489,tweet_1490,"RT @alexthescot1: @johnfmca @joannaccherry @theSNP you got it why would sturgeon risk her money and her husbands cash on the spin of a coin on indy, cherry was pushing for action",0," alexthescot1 johnfmca joannaccherry thesnp you got it why would sturgeon risk her money and her husbands cash on the spin of a coin on indy, cherry was pushing for action","['  ', 'alexthescot1', 'johnfmca', 'joannaccherry', 'thesnp', 'get', 'sturgeon', 'risk', 'money', 'husband', 'cash', 'spin', 'coin', 'indy', 'cherry', 'push', 'action']",,,,
1491,tweet_1492,"RT @HIMSS: Without appropriate safeguards for patient data, patient safety can be at risk. Safeguards must be in place to keep patient data both private and secure. -- @lkimcissp #HITsecurity #DataPrivacyDay https://t.co/ZuWD94EXPb",0," himss without appropriate safeguards for patient data, patient safety can be at risk. safeguards must be in place to keep patient data both private and secure. -- lkimcissp hitsecurity dataprivacyday ","['  ', 'himss', 'appropriate', 'safeguard', 'patient', 'datum', 'patient', 'safety', 'risk', 'safeguard', 'place', 'patient', 'datum', 'private', 'secure', 'lkimcissp', 'hitsecurity', 'dataprivacyday']",,,,
1492,tweet_1493,"QT @AlArabiya_Eng: 😂😂😂😂😂 ; An outbreak of the #Nipah virus in China, with a fatality rate of up to 75 percent, could potentially be the next big pandemic risk with giant pharmaceutical companies unprepared while currently focusing #COVID19, according to an independent report. https://t.co/JSugw9ro6Z",0," alarabiya_eng 😂😂😂😂😂 ; an outbreak of the nipah virus in china, with a fatality rate of up to 75 percent, could potentially be the next big pandemic risk with giant pharmaceutical companies unprepared while currently focusing covid19, according to an independent report. ","['  ', 'alarabiya_eng', '😂', '😂', '😂', '😂', '😂', 'outbreak', 'nipah', 'virus', 'china', 'fatality', 'rate', '75', 'percent', 'potentially', 'big', 'pandemic', 'risk', 'giant', 'pharmaceutical', 'company', 'unprepared', 'currently', 'focus', 'covid19', 'accord', 'independent', 'report']",,,,
1494,tweet_1495,"@IndoPac_Info I only see this possible for Cuba and Venezuela . My Island is dependent on the US for food imports and some other islands as well, we wouldn’t anger the US with a Chinese base and put our food security at risk.",0," indopac_info i only see this possible for cuba and venezuela . my island is dependent on the us for food imports and some other islands as well, we wouldn’t anger the us with a chinese base and put our food security at risk.","['  ', 'indopac_info', 'possible', 'cuba', 'venezuela', 'island', 'dependent', 'food', 'import', 'island', 'anger', 'chinese', 'base', 'food', 'security', 'risk']",,,,
1495,tweet_1496,RT @griffingigs: Financial Technology Partners is looking for a Summer Research Intern. Summer Analysts will learn about the investment banking process as well as the in and outs of the merger and the acquisition and private capital raising processes. https://t.co/909P3oLUaf,0, griffingigs financial technology partners is looking for a summer research intern. summer analysts will learn about the investment banking process as well as the in and outs of the merger and the acquisition and private capital raising processes. ,"['  ', 'griffingigs', 'financial', 'technology', 'partner', 'look', 'summer', 'research', 'intern', 'summer', 'analyst', 'learn', 'investment', 'banking', 'process', 'out', 'merger', 'acquisition', 'private', 'capital', 'raising', 'process']",,,,
1500,tweet_1501,"अपने बच्चो कि बर्बादी(बेरो़गारी) देख ही रहे है फिर भी आंख पर अंध भक्ति कि पट्टी है।SSC, banking, railway में लगभग 50% तक वैकेंसी कम हो गई, exam होता हैं तो रिजल्ट मे 3-4साल लग जाता है,फिर भी उसी बच्चों के पैरेंट्स अंध भक्ति कर रहे है,और बच्चा frustration and depression में हैं। https://t.co/0ItWvOO44p",0,"अपने बच्चो कि बर्बादी(बेरो़गारी) देख ही रहे है फिर भी आंख पर अंध भक्ति कि पट्टी है।ssc, banking, railway में लगभग 50% तक वैकेंसी कम हो गई, exam होता हैं तो रिजल्ट मे 3-4साल लग जाता है,फिर भी उसी बच्चों के पैरेंट्स अंध भक्ति कर रहे है,और बच्चा frustration and depression में हैं। ","['बच्चो', 'बर्बादी(बेरो़गारी', 'देख', 'आंख', 'अंध', 'भक्ति', 'पट्टी', 'है।ssc', 'banking', 'railway', 'लगभग', '50', 'वैकेंसी', 'कम', 'गई', 'exam', 'रिजल्ट', '3', '4साल', 'लग', 'जाता', 'बच्चों', 'पैरेंट्स', 'अंध', 'भक्ति', 'बच्चा', 'frustration', 'depression']",,,,
1501,tweet_1502,@VIpIN_YaDaV_ Site pe jaake kaun check karta hai bhai😂😂😂 Aur waise bhi RIsk hai to ishq hai😂😁 #BePositive,0, vipin_yadav_ site pe jaake kaun check karta hai bhai😂😂😂 aur waise bhi risk hai to ishq hai😂😁 bepositive,"['  ', 'vipin_yadav', 'site', 'pe', 'jaake', 'kaun', 'check', 'karta', 'hai', 'bhai', '😂', '😂', '😂', 'aur', 'waise', 'bhi', 'risk', 'hai', 'ishq', 'hai', '😂', '😁', 'bepositive']",,,,
1502,tweet_1503,RT @AshishK51455345: इस loan app का नाम है बाजा लोन यह app criccbuzz app पर दिख रहा है यह आधार कार्ड से एक मिनट मे लोन दे रहा criccbuzzआप से इन फर्जी loan app का प्रचार ना करे .| @cricbuzz @RBI https://t.co/qGKevPOaIR,0, ashishk51455345 इस loan app का नाम है बाजा लोन यह app criccbuzz app पर दिख रहा है यह आधार कार्ड से एक मिनट मे लोन दे रहा criccbuzzआप से इन फर्जी loan app का प्रचार ना करे .| cricbuzz rbi ,"['  ', 'ashishk51455345', 'loan', 'app', 'नाम', 'बाजा', 'लोन', 'app', 'criccbuzz', 'app', 'दिख', 'आधार', 'कार्ड', 'मिनट', 'लोन', 'दे', 'criccbuzzआप', 'फर्जी', 'loan', 'app', 'प्रचार', 'करे', '.|', 'cricbuzz', 'rbi']",,,,
1503,tweet_1504,जरूरत पड़ने पर भिक मागूंगा भिक् भी नहि मिले तो काम करूंगा पर जिन्दगी में कभी online digital leading app se kabhi loan nahi lunga ab pata nahi mai kab barunga jaab chali gai lon ke chakkr me koi ki call etane aate te kaam se bhi baga diya ab koi solutions nahi mere paas https://t.co/A074v08PrF,0,जरूरत पड़ने पर भिक मागूंगा भिक् भी नहि मिले तो काम करूंगा पर जिन्दगी में कभी online digital leading app se kabhi loan nahi lunga ab pata nahi mai kab barunga jaab chali gai lon ke chakkr me koi ki call etane aate te kaam se bhi baga diya ab koi solutions nahi mere paas ,"['जरूरत', 'पड़ने', 'भिक', 'मागूंगा', 'भिक्', 'नहि', 'मिले', 'काम', 'करूंगा', 'जिन्दगी', 'कभी', 'online', 'digital', 'lead', 'app', 'se', 'kabhi', 'loan', 'nahi', 'lunga', 'ab', 'pata', 'nahi', 'mai', 'kab', 'barunga', 'jaab', 'chali', 'gai', 'lon', 'ke', 'chakkr', 'koi', 'ki', 'etane', 'aate', 'te', 'kaam', 'se', 'bhi', 'baga', 'diya', 'ab', 'koi', 'solution', 'nahi', 'mere', 'paas']",,,,
1504,tweet_1505,"@JM_Scindia बैंकर्स को लगा दिया PMJDY, बीमा, फ़सल बीमा DBTL, PMJJY, PMSBY, APY लगाये रखा और पीछे से बैंको को ही बेच रहे हैं #StopPrivatizationOfBank",0," jm_scindia बैंकर्स को लगा दिया pmjdy, बीमा, फ़सल बीमा dbtl, pmjjy, pmsby, apy लगाये रखा और पीछे से बैंको को ही बेच रहे हैं stopprivatizationofbank","['  ', 'jm_scindia', 'बैंकर्स', 'लगा', 'pmjdy', 'बीमा', 'फ़सल', 'बीमा', 'dbtl', 'pmjjy', 'pmsby', 'apy', 'लगाये', 'रखा', 'पीछे', 'बैंको', 'बेच', 'stopprivatizationofbank']",,,,
1505,tweet_1506,"ये जो आज अपना नाम ना आने से खुश है वो जान ले की अब इन चार बैंको के हिस्से के apy,pmjdy,sby, swanidhi aur kai tarah k schemes Hum hi ko karne padenge Khush na ho ye bas shuruaat hai #PSUsNot4Sale",0,"ये जो आज अपना नाम ना आने से खुश है वो जान ले की अब इन चार बैंको के हिस्से के apy,pmjdy,sby, swanidhi aur kai tarah k schemes hum hi ko karne padenge khush na ho ye bas shuruaat hai psusnot4sale","['आज', 'नाम', 'आने', 'खुश', 'वो', 'जान', 'ले', 'अब', 'चार', 'बैंको', 'हिस्से', 'apy', 'pmjdy', 'sby', 'swanidhi', 'aur', 'kai', 'tarah', 'k', 'schemes', 'hum', 'hi', 'ko', 'karne', 'padenge', 'khush', 'na', 'ho', 'ye', 'bas', 'shuruaat', 'hai', 'psusnot4sale']",,,,
1506,tweet_1507,"@nitin_gadkari बैंकर्स को लगा दिया PMJDY, बीमा, फ़सल बीमा DBTL, PMJJY, PMSBY, APY लगाये रखा और पीछे से बैंको को ही बेच रहे हैं #StopPrivatizationOfBank",0," nitin_gadkari बैंकर्स को लगा दिया pmjdy, बीमा, फ़सल बीमा dbtl, pmjjy, pmsby, apy लगाये रखा और पीछे से बैंको को ही बेच रहे हैं stopprivatizationofbank","['  ', 'nitin_gadkari', 'बैंकर्स', 'लगा', 'pmjdy', 'बीमा', 'फ़सल', 'बीमा', 'dbtl', 'pmjjy', 'pmsby', 'apy', 'लगाये', 'रखा', 'पीछे', 'बैंको', 'बेच', 'stopprivatizationofbank']",,,,
1507,tweet_1508,@MithuAdhikary20 @KolkataPolice @cpcybd @RachakondaCop @RBI @TelanganaDGP @SwatiJaiHind @Rufilo Kab liya tha aapne loan,0, mithuadhikary20 kolkatapolice cpcybd rachakondacop rbi telanganadgp swatijaihind rufilo kab liya tha aapne loan,"['  ', 'mithuadhikary20', 'kolkatapolice', 'cpcybd', 'rachakondacop', 'rbi', 'telanganadgp', 'swatijaihind', 'rufilo', 'kab', 'liya', 'tha', 'aapne', 'loan']",,,,
1508,tweet_1509,RT @vinodra05844377: @NehaSachin07 @TheSachinR @shahberivictims @ABAkhandBharat @AbhinavKhare_07 @jaimahakal1947 @sumitr157 @renugoyal1965 @brijmohan1950 @AndrewRathore @prabodh786 @abhijitkumar192 @SureshNBT @SHObisrakh @VinodRa76224531 @JAC_Adhyaksh @noidapolice @rai_mohapatra @sspundir11 @rohitazad @Chandrabhanpan5 @meevkt @mukulgoswami99 @vikas87_singh @GkUpwest @Dheerajdk1992 @Priyank23022247 @aajtak @AmarUjalaNews @UPGovt @PiyushRaiTOI @myogiadityanath @dmgbnagar @nbhooshan @OfficialGNIDA @CP_Noida @DCPCentralNoida @sdPachauri1 @Satishmahanaup @shalabhmani @drdineshbjp @kpmaurya1 @ChiefSecyUP @HomeDepttUP @AwasthiAwanishK @ChiefSecUP Adhikariyo se milibhagat ke Bina shahberi mein ek inch bhi construction nhi ho skta jB adhikariyo ko building bnwane Ka registry krne Ka aur bank adhikariyo ko loan krane Ka paisha mil rha hai to 1400 crore kya 140000cr Ka ghotala BHI manage ho skta,0, vinodra05844377 nehasachin07 thesachinr shahberivictims abakhandbharat abhinavkhare_07 jaimahakal1947 sumitr157 renugoyal1965 brijmohan1950 andrewrathore prabodh786 abhijitkumar192 sureshnbt shobisrakh vinodra76224531 jac_adhyaksh noidapolice rai_mohapatra sspundir11 rohitazad chandrabhanpan5 meevkt mukulgoswami99 vikas87_singh gkupwest dheerajdk1992 priyank23022247 aajtak amarujalanews upgovt piyushraitoi myogiadityanath dmgbnagar nbhooshan officialgnida cp_noida dcpcentralnoida sdpachauri1 satishmahanaup shalabhmani drdineshbjp kpmaurya1 chiefsecyup homedepttup awasthiawanishk chiefsecup adhikariyo se milibhagat ke bina shahberi mein ek inch bhi construction nhi ho skta jb adhikariyo ko building bnwane ka registry krne ka aur bank adhikariyo ko loan krane ka paisha mil rha hai to 1400 crore kya 140000cr ka ghotala bhi manage ho skta,"['  ', 'vinodra05844377', 'nehasachin07', 'thesachinr', 'shahberivictims', 'abakhandbharat', 'abhinavkhare_07', 'jaimahakal1947', 'sumitr157', 'renugoyal1965', 'brijmohan1950', 'andrewrathore', 'prabodh786', 'abhijitkumar192', 'sureshnbt', 'shobisrakh', 'vinodra76224531', 'jac_adhyaksh', 'noidapolice', 'rai_mohapatra', 'sspundir11', 'rohitazad', 'chandrabhanpan5', 'meevkt', 'mukulgoswami99', 'vikas87_singh', 'gkupw', 'dheerajdk1992', 'priyank23022247', 'aajtak', 'amarujalanews', 'upgovt', 'piyushraitoi', 'myogiadityanath', 'dmgbnagar', 'nbhooshan', 'officialgnida', 'cp_noida', 'dcpcentralnoida', 'sdpachauri1', 'satishmahanaup', 'shalabhmani', 'drdineshbjp', 'kpmaurya1', 'chiefsecyup', 'homedepttup', 'awasthiawanishk', 'chiefsecup', 'adhikariyo', 'se', 'milibhagat', 'ke', 'bina', 'shahberi', 'mein', 'ek', 'inch', 'bhi', 'construction', 'nhi', 'ho', 'skta', 'jb', 'adhikariyo', 'ko', 'building', 'bnwane', 'ka', 'registry', 'krne', 'ka', 'aur', 'bank', 'adhikariyo', 'ko', 'loan', 'krane', 'ka', 'paisha', 'mil', 'rha', 'hai', '1400', 'crore', 'kya', '140000cr', 'ka', 'ghotala', 'bhi', 'manage', 'ho', 'skta']",,,,
1509,tweet_1510,Shinchan intro be like : Ye hamara ghar hai 🏠 Ye meri family hai 👨‍👩‍👧‍👧 Or 32 saalon ka loan chal raha hai 😂😂,0,shinchan intro be like ye hamara ghar hai 🏠 ye meri family hai 👨‍👩‍👧‍👧 or 32 saalon ka loan chal raha hai 😂😂,"['shinchan', 'intro', 'like', 'ye', 'hamara', 'ghar', 'hai', '🏠', 'ye', 'meri', 'family', 'hai', '👨', '\u200d', '👩', '\u200d', '👧', '\u200d', '👧', '32', 'saalon', 'ka', 'loan', 'chal', 'raha', 'hai', '😂', '😂']",,,,
1510,tweet_1511,"RT @AbhinavKhare_07: Same with shahberi Greater Noida West @GICHSGFIN and many more gave illegal property loan and now flat owners are suffering due to identified properties as illegal and unauthorised by @OfficialGNIDA @RBI @NhbIndia @MoHUA_India @myogioffice @Uppolice @UPRERAofficial @ZeeNews ; दुध देने वाली गाय तो बिल्डर है। बिल्डरो के साथ सारे सिस्टम का पैसा लगा है। न्यायधीशो, अधिकारियो, नेताओ व बड़े लोगो का पैसा लगा है। बैंको व एजेन्सीज़ के साथ मिल कर सब लुट रहे है। 4% मध्यम वर्ग के बंधवा मजदूरों तुमतो बस लुटते रहो। तुम्हारी कोंन सुनेगा। https://t.co/1W98sZK2NB",0," abhinavkhare_07 same with shahberi greater noida west gichsgfin and many more gave illegal property loan and now flat owners are suffering due to identified properties as illegal and unauthorised by officialgnida rbi nhbindia mohua_india myogioffice uppolice upreraofficial zeenews ; दुध देने वाली गाय तो बिल्डर है। बिल्डरो के साथ सारे सिस्टम का पैसा लगा है। न्यायधीशो, अधिकारियो, नेताओ व बड़े लोगो का पैसा लगा है। बैंको व एजेन्सीज़ के साथ मिल कर सब लुट रहे है। 4% मध्यम वर्ग के बंधवा मजदूरों तुमतो बस लुटते रहो। तुम्हारी कोंन सुनेगा। ","['  ', 'abhinavkhare_07', 'shahberi', 'great', 'noida', 'west', 'gichsgfin', 'give', 'illegal', 'property', 'loan', 'flat', 'owner', 'suffer', 'identify', 'property', 'illegal', 'unauthorised', 'officialgnida', 'rbi', 'nhbindia', 'mohua_india', 'myogioffice', 'uppolice', 'upreraofficial', 'zeenew', 'दुध', 'देने', 'वाली', 'गाय', 'बिल्डर', 'बिल्डरो', 'सारे', 'सिस्टम', 'पैसा', 'लगा', 'न्यायधीशो', 'अधिकारियो', 'नेताओ', 'बड़े', 'लोगो', 'पैसा', 'लगा', 'बैंको', 'एजेन्सीज़', 'मिल', 'सब', 'लुट', '4', 'मध्यम', 'बंधवा', 'मजदूरों', 'तुमतो', 'बस', 'लुटते', 'रहो', 'तुम्हारी', 'कोंन', 'सुनेगा']",,,,
1511,tweet_1512,RT @rajamansoor999: @DrMuradPTI Allah aap ko sahat dain..but is covid say aap mahfooz nahi hain aur aap nay bachon ki zindagiyon ko risk main dal diya ha.,0, rajamansoor999 drmuradpti allah aap ko sahat dain..but is covid say aap mahfooz nahi hain aur aap nay bachon ki zindagiyon ko risk main dal diya ha.,"['  ', 'rajamansoor999', 'drmuradpti', 'allah', 'aap', 'ko', 'sahat', 'dain', 'covid', 'aap', 'mahfooz', 'nahi', 'hain', 'aur', 'aap', 'nay', 'bachon', 'ki', 'zindagiyon', 'ko', 'risk', 'main', 'dal', 'diya', 'ha']",,,,
1512,tweet_1513,"RT @vyakhyasharma9: Congress wale kitne smart hai , sab sutiyon ko rakha hai galiyan khaane, jo asal fandebaaz hai woh ekdam limited tweet karte hai, right winger joker un apr dhayn hi nahi de pate , pidi bajane mein busy rehate hai.",0," vyakhyasharma9 congress wale kitne smart hai , sab sutiyon ko rakha hai galiyan khaane, jo asal fandebaaz hai woh ekdam limited tweet karte hai, right winger joker un apr dhayn hi nahi de pate , pidi bajane mein busy rehate hai.","['  ', 'vyakhyasharma9', 'congress', 'wale', 'kitne', 'smart', 'hai', 'sab', 'sutiyon', 'ko', 'rakha', 'hai', 'galiyan', 'khaane', 'jo', 'asal', 'fandebaaz', 'hai', 'woh', 'ekdam', 'limit', 'tweet', 'karte', 'hai', 'right', 'winger', 'joker', 'un', 'apr', 'dhayn', 'hi', 'nahi', 'de', 'pate', 'pidi', 'bajane', 'mein', 'busy', 'rehate', 'hai']",,,,
1513,tweet_1514,RT @kapil_poharkar: #OperationHaftaVasooli हम भी मोहरे वो भी मोहरे(agents) बाजी कोई और खेल रहा है और लोग अपने ही मर रहे। @PMOIndia @HMOIndia @FinMinIndia कुछ लोगो की लालच कुछ लोगो की जिंदगी निगल रही है। एक भाई दूसरे को मार कर अपने परिवार का पेट भर रहा। Kissht cashbeen loan bean karo bean karo https://t.co/6aiBvfaPsb,0, kapil_poharkar operationhaftavasooli हम भी मोहरे वो भी मोहरे(agents) बाजी कोई और खेल रहा है और लोग अपने ही मर रहे। pmoindia hmoindia finminindia कुछ लोगो की लालच कुछ लोगो की जिंदगी निगल रही है। एक भाई दूसरे को मार कर अपने परिवार का पेट भर रहा। kissht cashbeen loan bean karo bean karo ,"['  ', 'kapil_poharkar', 'operationhaftavasooli', 'हम', 'मोहरे', 'वो', 'मोहरे(agents', 'बाजी', 'खेल', 'लोग', 'मर', 'pmoindia', 'hmoindia', 'finminindia', 'लोगो', 'लालच', 'लोगो', 'जिंदगी', 'निगल', 'रही', 'भाई', 'मार', 'परिवार', 'पेट', 'भर', 'kissht', 'cashbeen', 'loan', 'bean', 'karo', 'bean', 'karo']",,,,
1516,tweet_1517,"Congress wale kitne smart hai , sab sutiyon ko rakha hai galiyan khaane, jo asal fandebaaz hai woh ekdam limited tweet karte hai, right winger joker un apr dhayn hi nahi de pate , pidi bajane mein busy rehate hai.",0,"congress wale kitne smart hai , sab sutiyon ko rakha hai galiyan khaane, jo asal fandebaaz hai woh ekdam limited tweet karte hai, right winger joker un apr dhayn hi nahi de pate , pidi bajane mein busy rehate hai.","['congress', 'wale', 'kitne', 'smart', 'hai', 'sab', 'sutiyon', 'ko', 'rakha', 'hai', 'galiyan', 'khaane', 'jo', 'asal', 'fandebaaz', 'hai', 'woh', 'ekdam', 'limit', 'tweet', 'karte', 'hai', 'right', 'winger', 'joker', 'un', 'apr', 'dhayn', 'hi', 'nahi', 'de', 'pate', 'pidi', 'bajane', 'mein', 'busy', 'rehate', 'hai']",,,,
1517,tweet_1518,RT @NikiJ118: @fraud_india @BanAllLoanApps @Indian63090484 @Rahul_k_Sonwane @Yogesh29319022 Aap ye loan agents jisne logo ki ijjat nikali hai aur suicide karne pe majboor kiya hai unke liye ladna hai ? Wah matlab ye hua ki jo victim hai unko insaaf milega hi nahi😁,0, nikij118 fraud_india banallloanapps indian63090484 rahul_k_sonwane yogesh29319022 aap ye loan agents jisne logo ki ijjat nikali hai aur suicide karne pe majboor kiya hai unke liye ladna hai ? wah matlab ye hua ki jo victim hai unko insaaf milega hi nahi😁,"['  ', 'nikij118', 'fraud_india', 'banallloanapps', 'indian63090484', 'rahul_k_sonwane', 'yogesh29319022', 'aap', 'ye', 'loan', 'agents', 'jisne', 'logo', 'ki', 'ijjat', 'nikali', 'hai', 'aur', 'suicide', 'karne', 'pe', 'majboor', 'kiya', 'hai', 'unke', 'liye', 'ladna', 'hai', 'wah', 'matlab', 'ye', 'hua', 'ki', 'jo', 'victim', 'hai', 'unko', 'insaaf', 'milega', 'hi', 'nahi', '😁']",,,,
1518,tweet_1519,"RT @AshokPr44558441: अपने बच्चो कि बर्बादी(बेरो़गारी) देख ही रहे है फिर भी आंख पर अंध भक्ति कि पट्टी है।SSC, banking, railway में लगभग 50% तक वैकेंसी कम हो गई, exam होता हैं तो रिजल्ट मे 3-4साल लग जाता है,फिर भी उसी बच्चों के पैरेंट्स अंध भक्ति कर रहे है,और बच्चा frustration and depression में हैं। https://t.co/paV8v5zIuo",0," ashokpr44558441 अपने बच्चो कि बर्बादी(बेरो़गारी) देख ही रहे है फिर भी आंख पर अंध भक्ति कि पट्टी है।ssc, banking, railway में लगभग 50% तक वैकेंसी कम हो गई, exam होता हैं तो रिजल्ट मे 3-4साल लग जाता है,फिर भी उसी बच्चों के पैरेंट्स अंध भक्ति कर रहे है,और बच्चा frustration and depression में हैं। ","['  ', 'ashokpr44558441', 'बच्चो', 'बर्बादी(बेरो़गारी', 'देख', 'आंख', 'अंध', 'भक्ति', 'पट्टी', 'है।ssc', 'banking', 'railway', 'लगभग', '50', 'वैकेंसी', 'कम', 'गई', 'exam', 'रिजल्ट', '3', '4साल', 'लग', 'जाता', 'बच्चों', 'पैरेंट्स', 'अंध', 'भक्ति', 'बच्चा', 'frustration', 'depression']",,,,
1525,tweet_1526,@sudhirchaudhary sir loan apps ka DNA bhi dikhaiye kabhi bahut pareshan hai hum loag loackdown ke chalte ek app se liya chukane keliye dusre se le kar in ke jaal mai fas gaye sir please inke bare mai bhi kuch kijiye bahut haressment hoti hai sit,0, sudhirchaudhary sir loan apps ka dna bhi dikhaiye kabhi bahut pareshan hai hum loag loackdown ke chalte ek app se liya chukane keliye dusre se le kar in ke jaal mai fas gaye sir please inke bare mai bhi kuch kijiye bahut haressment hoti hai sit,"['  ', 'sudhirchaudhary', 'sir', 'loan', 'apps', 'ka', 'dna', 'bhi', 'dikhaiye', 'kabhi', 'bahut', 'pareshan', 'hai', 'hum', 'loag', 'loackdown', 'ke', 'chalte', 'ek', 'app', 'se', 'liya', 'chukane', 'keliye', 'dusre', 'se', 'le', 'kar', 'ke', 'jaal', 'mai', 'fas', 'gaye', 'sir', 'inke', 'bare', 'mai', 'bhi', 'kuch', 'kijiye', 'bahut', 'haressment', 'hoti', 'hai', 'sit']",,,,
